feature_id	D39_lac_1	D39_lac_2	D39_lac_3	D39_lac_4	D39_lac_5	D39_lac_6	D39_LNnT_7	D39_LNnT_8	D39_LNnT_9	D39_LNnT_10	D39_LNnT_11	D39_LNnT_12	D39_6SL_13	D39_6SL_14	D39_6SL_15	D39_6SL_16	D39_6SL_17	D39_6SL_18
SPV_0057	9.921806849984428	9.905440777500438	9.849638773108401	10.600349111220492	10.441771419227626	10.504968056335878	8.918840793558639	8.692906560582427	8.533606382720519	11.019254087778398	11.04876137963441	11.06126250418069	9.659418504318731	9.573110227628542	9.776054123672596	11.167922118230361	11.162414493433369	11.025353478295179
SPV_0058	9.364317600857886	9.21996431724881	9.224193685107917	10.034732574044467	9.926917618989858	9.931193809978804	8.351305851647245	8.769193316706405	8.770079650581762	9.88271938420121	9.665510084464053	9.681326559366225	9.025603321417554	8.925923953161279	8.99035410323912	9.989565218573603	9.720379456545327	9.611241163246536
SPV_0059	8.0192161511236	7.98068388667293	7.905263707601717	8.72070078306419	8.597097468771807	8.613011686549491	7.154398843992462	7.344976895948589	7.432589130217031	8.564774171568931	8.467512529615876	8.485524627348807	7.645672720070609	7.419528933581417	7.567731062222828	8.634073629066314	8.455710240755174	8.37019769601802
SPV_0060	8.873017594132348	8.784153595630151	8.727921667812108	9.56926031547937	9.51104107732969	9.44753647149639	7.99311068906736	8.218005840784459	8.27573018179754	9.412878694989415	9.353803794180504	9.380517248025106	8.359001134062947	8.115227681994893	8.369439745694697	9.506779402422172	9.322085173267729	9.309914562546828
SPV_0061	6.898012354294762	6.887667215621986	6.863491651071233	7.540374555183325	7.579465553855789	7.531762170366296	6.170854529891916	6.47953001905308	6.602035459878251	7.3512809810796735	7.464018258728811	7.59002004041503	6.754450184455013	6.679907811189215	6.714805270468703	7.525819851963493	6.993000081305647	7.112003330792223
SPV_0062	10.385867959297459	10.357369837588765	10.297465824096959	10.829695955523157	10.801354691709976	10.792263410983326	9.623480839107176	9.779013450924186	9.796105955821893	10.715735677936436	10.674127417006142	10.725723076670445	9.872380717855954	9.784700899304372	9.930541261159796	10.816736881064726	10.683638573020565	10.654903271529282
SPV_0063	7.738432634871843	7.823075773918746	7.7910537564886635	7.3057046457016055	7.283359658126026	7.433893652146062	8.291286700447678	8.361900315113827	8.295153692473068	8.55229950596088	8.520376480926652	8.565472236370072	8.156730882010718	8.032117459282784	8.051537724484144	7.969412504896	8.125394536034127	8.130108158304754
SPV_0064	12.640351436290034	12.601310418227607	12.627567338271268	11.679014554555224	11.641368691882548	11.796770030267089	11.743567868969956	11.586053531847814	11.520729214077473	11.603121952998592	11.813456133651599	11.804721728313458	11.716158367090564	11.831792131158547	11.758383011281481	11.960650134974127	11.900257894855775	11.812312737460314
SPV_0065	6.822126294120316	6.716034944949044	6.592033408598124	7.045791753737506	6.964009004773476	7.228255422722323	7.739879085710428	7.706301869916932	7.790809427259169	8.433154162203515	8.24920098705391	8.314651287359302	8.088368482208885	8.030700360350746	8.054942472268316	7.748743926074155	7.850734838328308	7.754411289273925
SPV_0066	4.476455642588769	4.23278716512031	4.371010412735852	4.523034239871754	4.770605517752156	4.629014839745864	5.686187471475719	5.844826075666815	5.675982919078233	6.345190980064431	6.206986389003995	6.2987561133934475	5.806592336163877	5.846911603744133	5.8468783972712615	5.821854504450393	5.757951588744164	5.734735438879577
SPV_0067	5.332838055605061	5.417148017363584	5.427871533868829	5.775096357980136	5.583461999757086	5.773991335742334	6.867115525127609	6.718857316733627	6.896042840303491	7.334018375208129	7.213379178875274	7.146539683803419	6.713079309552887	6.745646830651466	6.7875580792638175	6.670945776432552	6.729264494901557	6.824694839991694
SPV_0068	5.420405057536404	5.520150395809691	5.50038963067554	5.703605358620375	5.671183871071303	5.959161079511479	7.0283609202572155	6.991826984233188	6.963813232126756	7.38280219421406	7.263733103851032	7.302384319869097	6.90232421153129	6.827578657517253	6.885784843738733	6.808529274683519	6.967058008247752	6.944271800836617
SPV_0069	4.5970063345063625	4.910744181976608	4.820365237926702	4.801903071650081	4.916707427998378	4.824166277130525	6.3271358005852045	6.213240399361028	6.0953822502734685	6.509074259169626	6.29910462842537	6.40963711617248	5.862702406809311	5.888812314422569	6.127964179126655	6.038437528915956	6.118823835794337	6.0456016963460515
SPV_0070	5.977331590957905	6.1915323208495785	6.214907036809393	6.335329330731841	6.433738566927135	6.4995084361149145	7.678957996268209	7.582582941082468	7.566499399104164	8.004842516912646	7.912579401657068	7.886906409630195	7.527848294297166	7.517076238250491	7.483065249072184	7.527975462670495	7.55582271532329	7.493251755945551
SPV_0071	4.230283380986316	4.326719704120574	4.465280290646081	4.969304788078218	4.775721634595711	4.824166277130525	5.561277592949227	5.577180053946756	5.516631541210607	6.132017819505142	5.9634092760905695	5.953130624712977	5.733239392546968	5.532953028603949	5.641790063107944	6.032376400438517	5.8699859549778655	5.889188306691588
SPV_2087	-2.7905017595468378	-2.7905017595468378	-2.7905017595468404	-2.7905017595468404	-2.7905017595468378	-2.7905017595468404	-2.0359476166436887	-2.790501759546843	-2.790501759546843	-2.7905017595468378	-2.7905017595468404	-2.7905017595468404	-2.790501759546843	-2.7905017595468404	-2.7905017595468404	-2.7905017595468378	-2.790501759546843	-2.7905017595468378
SPV_0072	4.385645281738541	4.2083163149555824	4.353715750928188	3.9938151847065564	3.7679920695327658	3.711052295575321	4.4848095441022116	4.142554948987317	4.241874520751269	3.270140898044699	3.285796243588673	3.1039541253818284	3.2344786901666307	3.4170062690018295	3.501275265421014	3.1527672782307525	3.2832503108984974	3.2510179849866137
SPV_0073	5.527439293023446	5.726658175013004	5.7254893331273395	5.280832513490291	5.261162264949989	5.508280447850382	6.052798908328722	5.541999452092391	5.737512854812206	5.197683301285821	5.391627659259259	5.376128022479059	5.555694943020136	5.813019855129287	5.373846633201209	5.154737867691874	5.112384865578237	5.168667203687215
SPV_2088	-0.1194210610715139	-1.1179189556070062	-1.3543650921294845	-2.0433975110835765	-1.5628867566243552	-0.48453946673860177	-0.2520205012986355	-0.3886754266079703	-0.35659182895439917	-1.2447132129734222	-2.7905017595468404	-1.0509115129835502	-1.684946311016851	-1.3164262139043068	-0.9708375163829662	-1.032131878480258	-1.667543066260002	-2.7905017595468378
SPV_2090	-2.7905017595468378	-2.00032807314582	-2.7905017595468404	-1.5536472631729406	-1.1994480820899538	-2.7905017595468404	-2.7905017595468404	-2.1015582933155037	-1.879222975791658	-1.8197820525137391	-2.7905017595468404	-2.7905017595468404	-2.790501759546843	-2.7905017595468404	-2.7905017595468404	-1.5096084677636596	-2.790501759546843	-2.7905017595468378
